Name,Price,Reviews,Size,Category,Rating
"SeoulCeuticals, Day Glow Serum, 1 fl oz (30 ml)",26.43,227.0,,beauty,4.7
"Neutrogena, Healthy Skin, Anti-Wrinkle Cream, Night, 1.4 oz (40 g)",26.21,340.0,40.0,beauty,4.5
"Laneige, Lip Sleeping Mask, Apple Lime, 20 g",23.61,649.0,20.0,beauty,4.6
"InstaNatural, 2.5% Retinol Bakuchiol Serum, 1 fl oz (30 ml)",31.06,927.0,,beauty,4.6
"PanOxyl, Overnight Spot Patches, 40 Clear Patches",13.07,25.0,,beauty,4.1
"Advanced Clinicals, Dark Spot, Spot Corrector, 4 fl oz (118 ml)",17.03,315.0,,beauty,4.2
"It's Skin, Collagen, Nutrition Cream, 50 ml",14.78,271.0,,beauty,4.7
"Yeouth, Vitamin C & E Serum, 1 fl oz (30 ml)",24.81,3369.0,,beauty,4.4
"Secret Key, Snow White Milky Pack, Whitening Cream, 200 g",20.22,652.0,200.0,beauty,3.9
"Life-flo, Pure Almond Oil, Skin Care, 16 fl oz (473 ml)",16.66,1464.0,,beauty,4.5
"Dr. Woods, Facial Cleanser, Tea Tree, 8 fl oz (236 ml)",8.62,1306.0,,beauty,4.4
"MOODmatcher, Lipstick, Green, 0.12 oz (3.5 g)",7.78,757.0,3.5,beauty,4.3
"E.L.F., Instant Lift Brow Pencil, Deep Brown, 0.006 oz (0.18 g)",4.67,372.0,0.18,beauty,4.5
"Advanced Clinicals, Encapsulated Retinol, Rapid Wrinkle Rewind Cream, 2 fl oz (59 ml)",20.14,156.0,,beauty,4.7
"Cosrx, Oil-Free Ultra-Moisturizing Lotion with Birch Sap, 0.67 fl oz (20 ml)",7.36,1007.0,,beauty,4.5
"Aztec Secret, Indian Healing Clay, Deep Pore Cleansing!, 2 lbs (908 g)",19.44,7932.0,908.0,beauty,4.4
"Etude, My Beauty Tool, Exfoliating Jellyfish Silicon Brush, 1 Brush",6.7,1265.0,,beauty,4.2
"Dear, Klairs, Midnight Blue Calming Beauty Sheet Mask, 1 Sheet, 0.85 fl oz (25 ml)",4.65,759.0,,beauty,4.6
"Some By Mi, Galactomyces Pure Vitamin C Glow Serum, 30 ml",28.0,943.0,,beauty,4.6
"Nu-Pore, Aloe Makeup Remover, 24 Towelettes",3.87,712.0,,beauty,4.2
"Andalou Naturals, Instant Luminous, Turmeric & Gold Clay Beauty Face Mask, 0.28 oz (8 g)",6.21,1528.0,8.0,beauty,4.5
"Mediheal, Tea Tree, Essential Blemish Control Beauty Mask, 5 Sheets, 0.81 fl oz (24 ml) Each",12.71,1422.0,,beauty,4.6
"Rimmel London, Professional Eyebrow Pencil, 001 Dark Brown, .05 oz (1.4 g)",5.48,352.0,1.4,beauty,4.4
"G9skin, White In Milk Toner, 300 ml",16.72,491.0,,beauty,4.4
"Avarelle, Acne Cover Patch, 40 Clear Patches",13.22,714.0,,beauty,4.2
"Missha, M B.B Boomer, Wrinkle Care & Whitening, 40 ml",13.13,99.0,,beauty,4.7
"E.L.F., Flawless Finish Foundation, Oil Free, Natural, 0.68 fl oz (20 ml)",9.33,1873.0,,beauty,4.3
"Neutrogena, Hydro Boost, Body Gel Cream, 16 oz (453 g)",16.49,608.0,453.0,beauty,4.7
"Dear, Klairs, Supple Preparation Facial Toner, 6.08 fl oz (180 ml)",31.11,1807.0,,beauty,4.7
"Wet n Wild, Color Icon Kohl Liner Pencil, You're Always White!, 0.04 oz (1.4 g)",3.11,488.0,1.4,beauty,4.2
"L.A. Girl, Ultimate Lip, Intense Stay Auto Lipliner, Keep It Spicy, 0.01 oz (0.35 g)",7.78,164.0,0.35,beauty,4.5
"Neutrogena, Liquid Neutrogena, Facial Cleansing Formula, 8 fl oz (236 ml)",17.27,240.0,,beauty,4.4
"E.L.F., Shape and Stay Wax Pencil, Clear, 0.04 oz (1.4 g)",4.67,268.0,1.4,beauty,4.2
"Spectrum Essentials, Organic Unrefined Coconut Oil, 15 fl oz (443 ml)",12.93,823.0,,beauty,4.6
"Cococare, Coconut Moisturizing Oil, 9 fl oz (250 ml)",6.84,371.0,,beauty,4.3
"Derma E, Advanced Peptides & Collagen Serum, 2 fl oz (60 ml)",41.14,525.0,,beauty,4.5
"Pixi Beauty, Correction Concentrate, Brightening Peach, 0.1 oz (3 g)",18.67,428.0,3.0,beauty,4.3
"Yeouth, Glycolic Acid 30% Gel Peel, 2 fl oz (60 ml)",54.37,4706.0,,beauty,4.7
"E.L.F., Beautifully Bare, Sheer Tint, Finishing Powder, Fair/Light, 0.33 oz (9.4 g)",16.66,738.0,9.4,beauty,4.4
"Home Health, Hyaluronic Acid Moisturizing Cream, Fragrance Free, 4 oz (113 g)",24.8,1243.0,113.0,beauty,4.1
"E.L.F., Powder Blush Palette, Light, 0.47 oz (13.4 g)",15.6,1088.0,13.4,beauty,4.3
"Neutrogena, Acne Proofing, Gel Cleanser, 6 oz (170 g)",15.57,633.0,170.0,beauty,4.6
"St. Ives, Apricot Scrub, Acne Control, 6 oz (170 g)",10.11,834.0,170.0,beauty,4.4
"EcoTools, Total Perfecting Blender, 1 Sponge",7.76,774.0,,beauty,4.4
"Leven Rose, 100% Pure & Organic Jojoba Oil, 4 fl oz (118 ml)",21.73,755.0,,beauty,4.5
"Asutra, 2.5% Retinol Serum, 1 fl oz (30 ml)",16.8,175.0,,beauty,4.4
"InstaNatural, Multivitamin C Serum, Anti-Aging, 1 fl oz (30 ml)",27.95,266.0,,beauty,4.5
"Radiant Seoul, Balancing Charcoal Beauty Sheet Masks, 5 Sheet Masks, 0.85 oz (25 ml) Each",5.22,5286.0,,beauty,4.6
"Biore, Blemish Fighting Ice Cleanser, 6.77 fl oz (200 ml)",11.75,624.0,,beauty,4.5
"Biore, Charcoal Acne Clearing Cleanser, 6.77 fl oz (200 ml)",11.75,443.0,,beauty,4.5
"Biore, Deep Pore Charcoal Cleanser, 6.77 fl oz (200 ml)",11.75,762.0,,beauty,4.5
"J.Cat Beauty, Love Struck, Blusher + Bronzer, LGP106 Snookums, 0.26 oz (7.5 g)",4.48,326.0,7.5,beauty,4.1
"Wet n Wild, MegaGlo Loose Highlighting Powder, I'm So Lit, 0.57 g",3.72,2553.0,0.57,beauty,4.6
"Dr. Woods, Almond Castile Soap with Fair Trade Shea Butter, 32 fl oz (946 ml)",15.54,2031.0,,beauty,4.3
"Acure, Brightening Micellar Water, 8 fl oz (236 ml)",11.5,555.0,,beauty,4.2
"Mizon, Collagen Power Lifting Cream, 2.53 oz (75 ml)",24.41,864.0,,beauty,4.4
"Freeman Beauty, Feeling Beautiful, Anti-Stress Clay Beauty Mask, Dead Sea Minerals, 6 fl oz (175 ml)",6.39,1363.0,,beauty,4.5
"Trilogy, Certified Organic Rosehip Oil, 0.67 fl oz (20 ml)",38.34,449.0,,beauty,4.6
"E.L.F., Contour Palette, 4 Shades, 0.56 oz (16 g)",15.6,1067.0,16.0,beauty,4.3
"De La Cruz, Camphor Ointment, Pain Relieving Rub, 2.5 oz (70.9 g)",8.66,439.0,70.9,beauty,4.5
"EcoTools, Retractable Face Brush, 1 Brush",12.43,2457.0,,beauty,4.6
"Clean & Clear, Dual Action Moisturizer, Salicylic Acid Acne Medication, 4 fl oz (118 ml)",11.45,1036.0,,beauty,4.2
"Nu-Pore, Collagen Essence Towelettes, 25 Towelettes",3.87,335.0,,beauty,4.4
"Neutrogena, Rapid Wrinkle Repair, Regenerating Cream, 1.7 oz (48 g)",45.94,410.0,48.0,beauty,4.5
"E.L.F., Tone Adjusting Face Primer, Neutralizing Green, 0.47 oz (14 g)",10.89,734.0,14.0,beauty,4.2
"Kirk's, 3-in-1 Head to Toe Nourishing Cleanser, Original Fresh Scent, 32 fl oz (946 ml)",13.63,434.0,,beauty,4.5
"Life-flo, Pure Olive Squalane Oil, 2 fl oz (60 ml)",24.81,941.0,,beauty,4.7
"Mad Hippie Skin Care Products, Hydrating Nutrient Mist, 4.0 fl oz (118 ml)",22.17,703.0,,beauty,4.5
"Radiant Seoul, Hydrating Beauty Sheet Mask, 5 Sheet Masks, 0.85 oz (25 ml) Each",12.44,5236.0,,beauty,4.6
"Sympli Beautiful, Juice, Apple Peptide Age Defense Emulsion, 2 oz (56 g)",21.47,11.0,56.0,beauty,4.4
"Reviva Labs, 10% Glycolic Acid Cream, Anti-Aging, 2.0 oz (55 g)",37.22,3046.0,55.0,beauty,4.3
"Sukin, Foaming Facial Cleanser, 4.23 fl oz (125 ml)",15.54,761.0,,beauty,4.5
"Mad Hippie Skin Care Products, Cream Cleanser, 13 Actives, 4.0 fl oz (118 ml)",17.73,779.0,,beauty,4.5
"InstaNatural, Dark Spot Corrector, Anti-Aging, 1 fl oz (30 ml)",23.95,615.0,,beauty,4.3
"KLAVUU, Nourishing Care Lip Sleeping Pack, 0.70 oz (20 g)",15.4,223.0,20.0,beauty,4.7
"Rimmel London, Professional Eyebrow Pencil, 004 Black Brown, .05 oz (1.4 g)",5.48,329.0,1.4,beauty,4.4
"PrescriptSkin, Glycolic Acid Milk Cleanser, 6 fl oz (177 ml)",18.66,335.0,,beauty,4.5
"J.Cat Beauty, Aquasurance Compact Foundation, ACF102 Natural, 0.31 oz (9 g)",17.92,91.0,9.0,beauty,4.5
"Wet n Wild, High On Lash Eyelash Curler, 1 Tool",4.34,191.0,,beauty,4.3
"Mizon, Collagen Power Firming Enriched Cream, 1.69 fl oz (50 ml)",21.58,932.0,,beauty,4.6
"White Egret Personal Care, Vitamin C Hyaluronic Acid Serum, 2 fl oz (59 ml)",28.31,1534.0,,beauty,4.2
"L'Oreal, Voluminous Original Mascara, 310 Blackest Black, 0.28 fl oz (8 ml)",15.38,306.0,,beauty,4.5
"Garnier, SkinActive, Micellar Cleansing Water, All-in-1 Makeup Remover Even Waterproof Mascara, All Skin Types, 13.5 fl oz (400 ml)",16.08,359.0,,beauty,4.5
"Aveeno, Active Naturals, Positively Radiant, Daily Moisturizer, SPF 30, 2.5 fl oz (75 ml)",28.08,257.0,,beauty,4.4
"Dr. Woods, Tea Tree Castile Soap with Fair Trade Shea Butter, 8 fl oz (236 ml)",5.94,2724.0,,beauty,4.3
"Sukin, Hydrating Day Cream, Rosehip, 4.06 fl oz (120 ml)",27.98,600.0,,beauty,4.5
"Cosrx, Advanced Snail, Peptide Eye Cream, 0.85 fl oz (25 ml)",42.14,473.0,,beauty,4.7
"Yeouth, Retinol Eye Cream, 2 fl oz (60 ml)",46.59,4724.0,,beauty,4.4
"PrescriptSkin, Retinol Toner, 6 fl oz (177 ml)",23.33,869.0,,beauty,4.5
"SheaMoisture, Clarifying Facial Wash & Scrub, African Black Soap,  4 oz (113 g)",13.97,714.0,113.0,beauty,4.1
"J.Cat Beauty, X-Treme Access Pocket Shadow, XPS103 Pops of Paparazzi, 0.35 oz (10 g)",6.22,606.0,10.0,beauty,4.5
"Elizavecca, Hyaluronic Acid Pure 100, 6.76 fl oz (200 ml)",34.22,1271.0,,beauty,4.6
"Missha, M Signature Real Complete B.B Cream, No. 21 Light Pink Beige, SPF 25 / PA++, 1.58 oz (45 g)",21.08,54.0,45.0,beauty,4.6
"PrescriptSkin, Vitamin C Cleanser, Enhanced Brightening Gel Cleanser, 6 oz (177 ml)",20.22,807.0,,beauty,4.5
"Neutrogena, Oil Free Moisture, Facial Moisturizer with UVA/UVB Protection, Broad Spectrum SPF 35, 2.5 fl oz (73 ml)",20.98,358.0,,beauty,4.2
"Freeman Beauty, Feeling Beautiful, Clearing Peel-Off Clay Beauty Mask, Sweet Tea + Lemon, 6 fl oz (175 ml)",6.39,587.0,,beauty,4.4
"Advanced Clinicals, Turmeric Oil, Perfect for Problem Skin, 1.8 fl oz (53 ml)",17.03,505.0,,beauty,4.4
"Claires Korea, Guerisson 9 Complex, 70 g",22.13,601.0,70.0,beauty,4.8
"Wet n Wild, MegaGlo Makeup Stick, Highlight, When The Nude Strikes, 0.21 oz (6 g)",6.55,316.0,6.0,beauty,4.4
"J.Cat Beauty, Gentle & Smooth, Eyelash Comb Separator, 1 Tool",5.97,59.0,,beauty,4.7
"Etude, Moistfull Collagen, Cream, 2.53 fl oz (75 ml)",27.91,574.0,,beauty,4.6
"Missha, Time Revolution, Red Algae Revitalizing Serum, 1.35 fl oz (40 ml)",26.16,142.0,,beauty,4.8
"Life-flo, Salicylic Acid 2% Roll-On, 7 ml",7.7,437.0,,beauty,4.3
"Biore, Pore Clarifying Toner, Witch Hazel, 8 fl oz (236 ml)",11.75,669.0,,beauty,4.5
"Heritage Store, 100% Pure Jojoba Oil, 1 fl oz (30 ml)",7.3,484.0,,beauty,4.6
"Azelique, Serumdipity, Anti-Aging Facial Oil with Peptides, Facial Serum, 1 fl oz (30 ml)",31.11,1298.0,,beauty,4.4
"Jayjun Cosmetic, Green Tea Eye Gel Patch, 60 Patches, 1.4 g Each",35.47,661.0,1.4,beauty,4.3
"Etude, Drawing Eye Brow, Brown #03, 1 Pencil",3.9,907.0,,beauty,4.4
"Radiant Seoul, Brightening Beauty Sheet Mask, 5 Sheet Masks, 0.85 oz (25 ml) Each",12.44,4677.0,,beauty,4.5
"E.L.F., Hydrating Camo Concealer, Light Sand, 0.2 fl oz (6 ml)",9.33,176.0,,beauty,4.3
"Missha, Perfect Eyebrow Styler, Dark Brown, 0.005 oz (0.15 g)",6.55,763.0,0.15,beauty,4.5
"Queen Helene, Scrub, Normal to Dry Skin, Oatmeal 'n Honey, 6 oz (170 g)",6.46,2768.0,170.0,beauty,4.3
"Morningstar Minerals, Derma Boost Rejuvenating Spray Mist, 2 fl oz (59 ml)",12.37,3699.0,,beauty,4.3
"Olay, Active Hydrating, Cream, Original, 2 fl oz (56 ml)",13.09,191.0,,beauty,4.5
"Huangjisoo, Mugwort, Rescue Soothing Pads, 10 Pads, 1.26 fl oz (36 g)",4.02,601.0,36.0,beauty,4.5
"Innisfree, My Real Squeeze Beauty Mask EX, Manuka Honey, 1 Sheet, 0.67 fl oz (20 ml)",3.11,555.0,,beauty,4.5
"E.L.F., Pore Refining Brush and Beauty Mask Tool, 1 Brush",12.96,2647.0,,beauty,4.5
"Heritage Store, Rosewater, 2 fl oz (59 ml)",7.76,7911.0,,beauty,4.5
"Missha, Geum Sul Vitalizing Eye Cream, 30 ml",38.84,323.0,,beauty,4.6
"Wet n Wild, Color Icon Blush, Mellow Wine,  0.21 oz (6 g)",4.28,439.0,6.0,beauty,4.5
"Maybelline, Fit Me, Loose Finishing Powder, 05 Fair, 0.7 oz (20 g)",12.37,471.0,20.0,beauty,4.5
"AfterSpa, Jade Facial Roller, 1 Piece",19.91,1108.0,,beauty,4.4
"E.L.F., Expert Liquid Eyeliner, Jet Black, 0.14 fl oz (4.2 ml)",6.1,169.0,,beauty,4.5
"Real Techniques, Expert Concealer Brush, 1 Brush",10.87,632.0,,beauty,4.6
"Pond's, Cold Cream, Make-Up Remover, 9.5 oz (269 g)",12.72,320.0,269.0,beauty,4.2
"YumEarth, Organic Pops, Favorites, 50 Pops, 10.9 oz (310 g)",12.43,87978.0,310.0,grocery,4.8
"iHerb Goods, Stainless Steel Tea Infuser, 1 Count",1.55,25561.0,,grocery,4.8
"YumEarth, Organic Pops, Vitamin C, Strawberry Smash, Razzmatazz Berry, Very Very Cherry, 14 Pops, 3 oz (85 g)",4.29,14957.0,85.0,grocery,4.9
"California Gold Nutrition, Foods, Variety Pack Snack Bars, 12 Bars, 1.4 oz (40 g) Each",11.66,21790.0,40.0,grocery,4.7
"Kettle Foods, Potato Chips, Honey Dijon, 5 oz (141 g)",4.65,19225.0,141.0,grocery,4.5
"Dynamic Health  Laboratories, Organic Raw Apple Cider Vinegar with Mother, 16 fl oz (473 ml)",6.35,7022.0,,grocery,4.7
"California Gold Nutrition, Organic Extra Virgin Coconut Oil, Unrefined, Cold-Pressed, 16 fl oz (473 ml)",11.31,42247.0,,grocery,4.8
"YumEarth, Organic Pops, Vitamin C, Assorted Flavors, 40 Pops, 8.5 oz (241 g)",10.56,87978.0,241.0,grocery,4.8
"Peanut Butter & Co., Old Fashioned Crunchy, Peanut Butter, 16 oz (454 g)",8.15,7738.0,454.0,grocery,4.6
"Yogi Tea, Stress Relief, Honey Lavender, Caffeine Free, 16 Tea Bags, 1.02 oz (29 g)",5.73,9658.0,29.0,grocery,4.6
"Walden Farms, Pancake Syrup, 12 fl oz (355 ml)",7.34,8625.0,,grocery,4.3
"Annie's Naturals, Organic Ketchup, 24 oz (680 g)",6.92,11401.0,680.0,grocery,4.6
"Jarrow Formulas, Extra Virgin Coconut Oil, 16 fl oz (473 g)",13.53,22386.0,473.0,grocery,4.8
"Coconut Secret, The Original Coconut Aminos, Soy-Free Alternative to Soy Sauce, 8 fl oz (237 ml)",7.54,6967.0,,grocery,4.7
"Mamma Chia, Organic Chia Seed, 12 oz (340 g)",8.17,16710.0,340.0,grocery,4.8
"YumEarth, Gummy Bears, Assorted Flavors, 10 Snack Packs, 0.7 oz (19.8 g) Each",10.13,19056.0,19.8,grocery,4.7
"Sea Tangle Noodle Company, Kelp Noodles, 12 oz (340 g)",4.61,3148.0,340.0,grocery,4.1
"Simply Organic, Garlic Powder, 3.64 oz (103 g)",10.18,17391.0,103.0,grocery,4.8
"Frontier Natural Products, Baking Soda, 16 oz (453 g)",4.19,8835.0,453.0,grocery,4.9
"Nutiva, Organic Coconut Oil, Buttery Flavor, 14 fl oz (414 ml)",9.43,10075.0,,grocery,4.7
"Nature's Path, Love Crunch, Premium Organic Granola, Dark Chocolate & Red Berries, 11.5 oz (325 g)",7.06,7296.0,325.0,grocery,4.6
"Bob's Red Mill, Old Fashioned Rolled Oats, Whole Grain, Gluten Free, 32 oz (907 g)",12.43,3282.0,907.0,grocery,4.8
"Simply Organic, All-Purpose Seasoning, 2.08 oz (59 g)",7.18,9306.0,59.0,grocery,4.7
"YumEarth, Organic Pops, Favorites, 14 Pops, 3.1 oz (87 g)",4.65,87978.0,87.0,grocery,4.8
"Now Foods, Real Food, Organic Maple Syrup, Grade A, Dark Color, 16 fl oz (473 ml)",18.43,12566.0,,grocery,4.7
"Nutiva, Organic Coconut Sugar, Unrefined, 1 lb (454 g)",7.06,9867.0,454.0,grocery,4.8
"YumEarth, Organic Vitamin C Drops, Citrus Grove, 3.3 oz (93.5 g)",4.29,5613.0,93.5,grocery,4.8
"Gerber, DHA & Probiotic, Rice Single Grain Cereal, 1st Foods, 8 oz (227 g)",6.72,2582.0,227.0,grocery,4.6
"FlapJacked, Protein Pancake and Baking Mix, Buttermilk, 12 oz (340 g)",9.88,5496.0,340.0,grocery,4.2
"21st Century, Herbal Slimming Tea, Honey Lemon, Caffeine Free, 24 Tea Bags, 1.7 oz (48 g)",4.71,2303.0,48.0,grocery,4.3
"Seapoint Farms, Seaweed Crisps, Almond Sesame, 1.2 oz (35 g)",3.98,6746.0,35.0,grocery,4.5
"Finn Crisp, Sourdough Rye Thins, Original, 7 oz (200 g)",4.18,3313.0,200.0,grocery,4.5
"Traditional Medicinals, Organic Mother's Milk, Original with Fennel & Fenugreek, Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",6.54,6060.0,28.0,grocery,4.5
"Yogi Tea, Green Tea Kombucha, 16 Tea Bags, 1.12 oz (32 g)",5.73,5884.0,32.0,grocery,4.7
"Simply Organic, Organic Smoked Paprika, 2.72 oz (77 g)",9.88,17549.0,77.0,grocery,4.8
"Bob's Red Mill, Baking Soda, Gluten Free, 16 oz (454 g)",6.41,5699.0,454.0,grocery,4.8
"Nutiva, Organic Coconut Oil, Virgin, 54 fl oz (1.6 L)",35.28,16499.0,,grocery,4.8
"Edward & Sons, Let's Do Organic, 100% Organic Unsweetened Toasted Coconut Flakes, 7 oz (200 g)",4.88,5173.0,200.0,grocery,4.7
"MRM, Matcha Green Tea Powder, 6 oz (170 g)",21.2,8144.0,170.0,grocery,4.5
"Traditional Medicinals, Organic Roasted Dandelion Root, Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",6.54,2570.0,24.0,grocery,4.5
"Yogi Tea, Bedtime, Caffeine Free, 16 Tea Bags, .85 oz (24 g)",5.73,4493.0,24.0,grocery,4.3
"Seapoint Farms, Dry Roasted Edamame, Sea Salt, 4 oz (113 g)",3.11,2874.0,113.0,grocery,4.3
"Sheila G's, Brownie Brittle, Protein,  Chocolate Chip, 3.25 oz (92 g)",5.76,1150.0,92.0,grocery,4.4
"Mount Hagen, Organic Fairtrade Coffee, Instant, Decaffeinated, 3.53 oz (100 g)",13.31,4854.0,100.0,grocery,4.6
"NuNaturals, Oat Fiber, 1 lb (454 g)",9.94,2278.0,454.0,grocery,4.5
"Julian Bakery, Pro Granola, Peanut Butter Cluster, 1.16 lbs (526 g)",19.78,2415.0,526.0,grocery,4.5
"Yogi Tea, Woman's Raspberry Leaf, Caffeine Free, 16 Tea Bags, 1.02 oz (29 g)",5.73,3082.0,29.0,grocery,4.5
"Now Foods, Real Food, Cocoa Lovers, Organic Cocoa Powder, 12 oz (340 g)",14.16,8995.0,340.0,grocery,4.7
"Sheila G's, Brownie Brittle, Chocolate Chip, 5 oz (142 g)",6.35,3910.0,142.0,grocery,4.4
"YumEarth, Organic Strawberry Pops, Strawberry Smash, 14 Pops, 3.1 oz (87 g)",4.29,5822.0,87.0,grocery,4.9
"Gerber, Organic Oatmeal Cereal, Millet Quinoa, 8 oz (227 g)",7.61,2165.0,227.0,grocery,4.7
"Celtic Sea Salt, Light Grey Celtic, Vital Mineral Blend, 1 lb (454 g)",8.47,5013.0,454.0,grocery,4.7
"Simple Mills, Crunchy Almond Flour Cookies, Chocolate Chip, 5.5 oz (156 g)",7.44,2128.0,156.0,grocery,4.7
"Uncle Lee's Tea, Legends of China, Dieter's 100% Natural Herbal Drink, No Caffeine, 30 Tea Bags, 2.12 oz (60 g)",5.63,1679.0,60.0,grocery,4.2
"Traditional Medicinals, Herbal Teas, Organic Dandelion Leaf & Root Tea, Naturally Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",6.54,1261.0,28.0,grocery,4.6
"PB2 Foods, The Original PB2, Powdered Peanut Butter, 16 oz (454 g)",12.3,7530.0,454.0,grocery,4.6
"Zollipops, The Clean Teeth Pops, Strawberry, Orange, Raspberry, Cherry, Grape, Pineapple, Approx. 23-25 ZolliPops, 5.2 oz",10.87,4057.0,,grocery,4.8
"Pure Indian Foods, 100% Organic Grass-Fed Original Ghee, 15 oz (425 g)",24.17,4323.0,425.0,grocery,4.7
"Simple Mills, Crunchy Almond Flour Cookies, Double Chocolate, 5.5 oz (156 g)",7.44,2020.0,156.0,grocery,4.7
"Yogi Tea, Skin DeTox, Soothing Rose Hibiscus, 16 Tea Bags, 1.12 oz (32 g)",5.73,7349.0,32.0,grocery,4.3
"Kitchens of India, Paste For Butter Chicken Curry, Concentrate For Sauce, Medium, 3.5 oz (100 g)",2.83,6728.0,100.0,grocery,4.5
"Jovial, Brown Rice Pasta, Spaghetti, 12 oz (340 g)",6.86,1397.0,340.0,grocery,4.6
"Quest Nutrition, Tortilla Style Protein Chips, Nacho Cheese, 12 Bags, 1.1 oz (32 g ) Each",50.57,2675.0,32.0,grocery,4.5
"Simple Mills, Almond Flour Crackers, Fine Ground Sea Salt, 4.25 oz (120 g)",7.44,1915.0,120.0,grocery,4.7
"Drogheria & Alimentari, Organic Black Pepper Corns Mill, 1.58 oz (45 g)",4.5,5410.0,45.0,grocery,4.7
"Simply Organic, Garlic Salt, 4.70 oz (133 g)",7.61,8130.0,133.0,grocery,4.8
"Wholesome, Allulose, Zero Calorie Sweetener, 12 oz (340 g)",11.3,449.0,340.0,grocery,4.8
"Simply Organic, Curry Powder, 3.00 oz (85 g)",7.41,4220.0,85.0,grocery,4.7
"Sunfood, Fine Himalayan Crystal Salt, 1 lb (454 g)",9.88,7487.0,454.0,grocery,4.7
"Seapoint Farms, Dry Roasted Edamame, Wasabi, 3.5 oz (99 g)",3.11,1877.0,99.0,grocery,4.3
"Sheila G's, Brownie Brittle, Salted Caramel, 5 oz (142 g)",6.98,3186.0,142.0,grocery,4.4
"Sahale Snacks, Glazed Mix, Maple Pecans, 4 oz (113 g)",8.14,6355.0,113.0,grocery,4.5
"Atkins, Endulge, Caramel Nut Chew Bar, 5 Bars, 1.2 oz (34 g) Each",12.57,7068.0,34.0,grocery,4.5
"Traditional Medicinals, Organic Nettle Leaf, Caffeine Free, 16 Wrapped Tea Bags, 1.13 oz (32 g)",6.54,1674.0,32.0,grocery,4.5
"Julian Bakery, Pro Granola, Espresso Cluster, 17.9 oz (510 g)",21.76,1751.0,510.0,grocery,4.4
"Lakanto, Monkfruit Sweetener with Erythritol, Golden, 16 oz (454 g)",16.25,1991.0,454.0,grocery,4.7
"St. Dalfour, Giant French Prunes, Pitted, 7 oz (200 g)",5.27,3278.0,200.0,grocery,4.8
"YumEarth, Organic Fruit Snacks, Original , 10 Packs, 0.7 oz (19.8 g) Each",10.13,10257.0,19.8,grocery,4.6
"Now Foods, Real Food, Raw Almond Flour, 22 oz (624 g)",20.35,7052.0,624.0,grocery,4.6
"Yogi Tea, Stomach Ease, 16 Tea Bags, 1.02 oz (29 g)",5.73,1731.0,29.0,grocery,4.4
"Made in Nature, Organic Dried Deglet Noor Dates, Ooh-La-Luscious Supernacks, 8 oz (227 g)",7.45,3999.0,227.0,grocery,4.5
"Gerber, Hearty Bits, MultiGrain Cereal, 12+ Months, Banana, Apple, Strawberry, 8 oz (227 g)",6.63,1682.0,227.0,grocery,4.7
"Snyder's, Pretzel Pieces, Cheddar Cheese, 8 oz (226.8 g)",4.11,3446.0,226.8,grocery,4.6
"Edward & Sons, Coconut Milk Powder, 5.25 oz (150 g)",5.5,6535.0,150.0,grocery,4.5
"Simply Organic, Cayenne, 2.89 oz (82 g)",6.8,4288.0,82.0,grocery,4.8
"BNRG, Power Crunch Protein Energy Bar, Triple Chocolate, 12 Bars, 1.4 oz (40 g) Each",31.98,3137.0,40.0,grocery,4.5
"Bob's Red Mill, Organic Old Fashioned Rolled Oats, Whole Grain, 16 oz (454 g)",4.55,695.0,454.0,grocery,4.8
"Bob's Red Mill, Old Fashioned Rolled Oats, Whole Grain, 32 oz (907 g)",6.94,641.0,907.0,grocery,4.8
"Now Foods, Real Food, Organic Maple Syrup, Grade A, Dark Color, 32 fl oz (946 ml)",35.46,12566.0,,grocery,4.7
"La Tourangelle, Delicate Avocado Oil, 16.9 fl oz (500 ml)",26.08,16907.0,,grocery,4.8
"Lakanto, Monkfruit Sweetener with Erythritol, Golden, 8.29 oz (235 g)",9.04,5231.0,235.0,grocery,4.7
"Traditional Medicinals, Organic Mother's Milk, Original with Fennel & Fenugreek, Caffeine Free, 32 Wrapped Tea Bags, 1.98 oz (56 g)",14.39,6060.0,56.0,grocery,4.5
"NUCO, Organic Coconut Wraps, Original, 5 Wraps (14 g) Each",9.8,2230.0,14.0,grocery,4.1
"Gerber, Lil' Bits, Oatmeal Cereal, 8+ Months, Banana Strawberry, 8 oz (227 g)",6.63,2028.0,227.0,grocery,4.7
"Popchips, Potato Chips, Barbeque, 5 oz (142 g)",5.93,3896.0,142.0,grocery,4.4
"Quest Nutrition, Tortilla Style Protein Chips, Ranch, 1.1 oz (32 g)",51.15,1211.0,32.0,grocery,4.5
"Twinings, Cold Brewed Iced Tea, Unsweetened Flavoured Black Tea, Peach, 20 Tea Bags, 1.41 oz (40 g)",5.56,2682.0,40.0,grocery,4.3
"Edward & Sons, Garden Veggie, Bouillon Cubes, 8 Cubes",3.39,2630.0,,grocery,4.7
"Made in Nature, Organic Coconut Chips, Toasted Cinnamon Supersnacks, 3 oz (85 g)",6.46,1543.0,85.0,grocery,4.6
"Kitchens of India, Paste For Tikka Masala, Concentrate For Sauce, Medium, 3.5 oz (100 g)",2.83,1729.0,100.0,grocery,4.5
